text,labels
Trần_Ngọc Bảo Nhi Lê_Ngọc Dung đi xa,"[0,0,0,0,0,0,0]"
Trần_Ngân ... chuẩn luôn ... có tiền thì sai sẽ thành đúng ... đồng_tiền sẽ làm từ kẻ có tội thành vô_tội . .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trần Ngân không biết_nghĩ gì,"[0,0,0,0,0,0]"
Trần_Minh Anh này phải dụ bạn e bữa k ?,"[0,0,0,0,0,0,0,0,0,0,0]"
Trần_Linh,"[0,0]"
Trần Lê_Minh đông lắm rồi mí ơi,"[0,0,0,0,0,0,0,0]"
Trần Lê_bỏ đi khầy,"[0,0,0,0,0,0]"
Trần_Lâm_Quỳnh xuống hn xem có đông như này kh = ) ),"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trần Kim_Ngân coi kìa,"[0,0,0,0,0]"
Trần_HânKhánh QuânPhuongg Vyy mấy ghê ở nhà coi Chưa thấy diễu_binh mà thấy mở sàn đấu_vật nguyên đêm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
trần hânkhánh quânphuongg vyy mấy ghê ở nhà coi chưa thấy diễu_binh mà thấy mở sàn đấu_vật nguyên đêm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trần_Hãi Long koi online đúm òi á chú 🤣,"[0,0,0,0,0,0,0,0,0,0,0]"
trần hãi long koi online đúm òi á chú,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Trần_Hà_Nhi b có thế này ko 🤣,"[0,0,0,0,0,0,0,0]"
trần hà nhi b có thế này ko,"[0,0,0,0,0,0,0,0,0,0]"
Trần_Đức_Lợi muôn_đời nát,"[0,0,0]"
Trần_Đình Thi_hhh,"[0,0]"
Trần_Đăng_Duy lòi chành chiến_sĩ : ) ) ) mẹ iu con núp đâu_đó ò,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trần_Bình quá chời đông luôn c,"[0,0,0,0,0,0,0,0]"
Trần Bảo Quyên ê sao mà ác_vậy trời,"[0,0,0,0,0,1,1,1,0]"
trần bảo quyên ê sao mà ác_vậy trời,"[0,0,0,0,0,1,1,1,0]"
Trần_Anh Kiệt_Tuyết Nhung_hahaa,"[0,0]"
Trâm Trâm đông quá nè,"[0,0,0,0,0,0,0]"
Trâm Rònn_kkk,"[0,0,0]"
Trâm Nguyễn,"[0,0,0,0]"
trắng_đen lẫn_lộn chán,"[0,0,0]"
Trắng dữ chời,"[0,0,0,0,0,0]"
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ","[1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0]"
Trắc lại có môn gì mới . Lại hóng,"[0,0,0,0,0,0,0,0,0,0,0]"
Traubo,"[0,0,0,0,0]"
Trat tu dau ? ? ? ? ?,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Trao cho danh_hiệu người bố vĩ_đại . Phong_bí dày làm tan_nát lật lệ,"[0,0,0,0,0,0,0,0,0,0,0]"
Trann_Tky,"[0,0]"
Trann Bao_Annh m đi xem có dãy ko ?,"[0,0,0,0,0,0,0,0,0,0,0]"
"Tránh xa pháp_lý để ko bị lụm , buôn hàng dỏm bán giá cao sau_này cũng bị bắt","[0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0]"
Tranh_thủ vào xem bk c1 đi ae . Hết trận đi_rửa mặt đánh răng và ăn sáng xong là đến giờ Diễu_Binh_😊,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tranh_thủ mấy ngày này đu lễ kiếm fame thêm chứ mẹ gì đâu .,"[0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0]"
Tranh_thủ làm vài clip lun thì hay,"[0,0,0,0,0,0,0,0,0]"
Tránh ra để con Dĩm đầu_đinh này làm cô_dâu . Cô_dâu là để Dĩm,"[1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0]"
Tránh họ 1 thì trách lực_lượng bảo_an 2,"[0,0,0,0,0,0,0,0]"
tranh_giành thằng tq mà đánh nhau,"[0,0,0,0,0,1,1,0]"
Tránh được luật_pháp chứ ko tránh khỏi được luật nhân_quả đâu !,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Trang_Violet_sợ,"[0,0]"
Trang_Tran_em ở góc nào z : ) ) ),"[0,0,0,0,0,0,0,0,0,0]"
Trang_Tô mẹ Khôi ở đâu zạ,"[0,0,0,0,0,0,0,0]"
Trang Thuỳ 2 / 9 chắc còn hơn 🥹,"[0,0,0,0,0,0,0,0,0,0,0]"
Trang này là người_nhà Của anh T ? mà gọi là nạn_nhân nhỉ ?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trang này đúng ngôn_lù,"[0,0,0,0,0]"
Trang này đăng cái gì ko à . ko thấy hay,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"trang nào đăng thông_tin này cũng giới_hạn bl , có mình trang này là k","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trang Lip cười chết,"[0,0,0,0,0,0,0]"
trang lip cười chết,"[0,0,0,0,0,0]"
Trang Lê_nè chị,"[0,0,0,0]"
Trang_Bông may c ko đi,"[0,0,0,0,0,0]"
trang bông may c ko đi,"[0,0,0,0,0,0,0,0]"
Trang_Bé khổ_thân ông bố . .,"[0,0,0,0,0,0]"
Tran_Tran_nè,"[0,0]"
Tran_Thanh_Tu cf nổi với không_khí như_vầy khôm bợn : ),"[0,0,0,0,0,0,0,0,0,0,0,0]"
Tran_Phuong Khanh ko phụt 😂,"[0,0,0,0,0,0]"
trán ngắn tóc dài_mồm lai trung cuốc .,"[1,1,1,1,1,1,1,0,0]"
Tran_Minh_Trang là sao nũa,"[0,0,0,0,0,0]"
Tran_Minh Thư tung clip dùm e,"[0,0,0,0,0,0,0]"
tran minh thư tung clip dùm e,"[0,0,0,0,0,0,0,0,0]"
tran hoang thien,"[0,0,0,0,0,0]"
Trai VN này hẹo hết hả j r 🤣,"[0,0,0,0,0,0,0,0,0,0,0,0]"
trại thương trả về kh đúng ngày,"[0,0,0,0,0,0,0,0,0]"
Trại thương điên sẽ mang cho bạn mọi điều mong_muốn,"[1,1,1,1,0,0,0,0,0,0,0]"
Trại tâm_thần lọt 2 mụ này ra ngoài,"[1,1,1,1,1,1,1,1,0]"
Trai tài gái sắc,"[0,0,0,0,0,0]"
Trại nào thả nó ra_vậy,"[0,0,0,0,0,0]"
Trại nào để xổng 2 bả đúng lúc vậy,"[1,1,0,0,1,1,0,1,0,0,0,0]"
Trai đẹp thì ngắm nhưng giữ lòng tự_trọng nha chị_em ơi 🌹 🫡,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trai đẹp chỉ để ngắm thôi chấp_nhận chấp_nhận kkkkkkaaa . Chồng đẹp là chồng người_ta đó hài nhưng cũng đúng hii,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trai đẹp = gái xinh .,"[0,0,0,0,0,0,0,0]"
Trai cay Trái_Cây Minh_Thư .,"[0,0,0,0,0]"
Tracy_Chen,"[0,0]"
Trách thằng đó 1 mà trách mấy thằng ăn đút_lót ko xử 10,"[0,0,0,0,0,0,0,0,1,1,0,0,0,0]"
Trách thằng bác nó bảo che chứ trách nó lg,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
trách thằng bác nó bảo che chứ trách nó lg,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trách pháp_luật chứ trách T làm gì ?,"[0,0,0,0,0,0,0,0,0]"
Trách_nhiệm thuộc về ai ? Ai sẽ giúp những linh_hồn oan_khuất tìm được công_bằng ?,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trách mấy thằng có chức_quyền ngồi_xổm lên luật_pháp .,"[0,0,0,0,0,0,0,0]"
Trà xanh nay hãm l dữ v,"[1,1,1,1,1,1,1,1,0]"
Trà_xanh gọi bằng_cụ,"[0,0,0]"
Trà_xanh gọi bằng_cụ,"[0,0,0]"
"Trà_xanh , tiểu tam giờ mặt_dày dữ trời","[0,0,1,1,1,1,1,0]"
Trà_Trà,"[0,0]"
Trả_thù cho bọn bóp_méo sự_thật và chống lưng,"[0,0,0,0,0,0,0]"
Tra Sua_Nhim,"[0,0,0]"
trả nợ trần_gian chưa xong nên chưa giải_thoát đc đó . sống cũng ko bằng chết là hình_phạt lớn hơn cả đi tù . bản_án lương_tâm cho ng xử_phạt oan vụ này nữa .,"[0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]"
Trả nợ trần_gian chưa ăn_nói ăn rồi ...,"[0,0,0,0,0,0,0,0]"
"Trả_nghiệp giết chết con_gái ngta đi ! Thương cho người cha và cô con_gái , lấy lại công_bằng cho gd","[0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"trả nghiệp gì thấy ngộ : có tội bị phạt , nhưng thẩm_phán công_an xử sai đều k sao","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trả_nghiệp đi con,"[0,0,0,0]"
"Trả_nghiệp đấy , ăn ớt sẽ biết j cay , nhúng_tay vào lửa thì sẽ bị bỏng","[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
trả nghiệp cái qq chứ nó giàu nó lại ăn súng mặc sướng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trả lại công_bằng cho gđ bác,"[0,0,0,0,0,0,0,0]"
"Trả hiểu làm vậy để làm gì , có cần phải phấn_khích đến vô_duyên_vậy o","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Trả hiểu kiểu gi,"[0,0,0,0,0,0]"
Trà_Giang m đâu 😂 😂,"[0,0,0,0,0,0]"
"Tr_tức . . bắn nó kg chết mình tự bắn mình lại chết , cho nó chết chung luôn mới đáng nghe . . nhưng 2 ba con yên_tâm đi , cái thứ sống ác như_thế trời cho trả nghiệp từ từ chứ chết liền nó k đã . Mà kg phải trả en đâu , trả tới đời con_cháu còn trả chưa hết ! 2 ba con yên_nghỉ nơi suối vàng để ông trời lấy lại công_bằng cho","[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
tr tức bắn nó kg chết mình tự bắn mình lại chết cho nó chết chung luôn mới đáng nghe nhưng numbr ba con yên_tâm đi cái thứ sống ác như_thế trời cho trả nghiệp từ từ chứ chết liền nó k đã mà kg phải trả en đâu trả tới đời con_cháu còn trả chưa hết numbr ba con yên_nghỉ nơi suối vàng để ông trời lấy lại công_bằng cho,"[1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
"Tr ơi , t ở trỏng t muốn khóc 🥲 🥲","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Tr ơi , cứu nó chi v , thế_giới lại tồn_tại 1 con súc_sinh","[0,0,0,0,0,0,0,0,0,0,0,1,0]"
tr ơi thích thế 😭 😭,"[0,0,0,0,0,0,0,0]"
Tr ơi đẹp zai vô cùn tận,"[0,0,0,0,0,0,0,0,0]"
Tr ơi con lạy mấy mẹ 1 lạy 🙂,"[0,0,0,0,0,0,0,0,0,0,0]"
Tr ơi cái lớp mekup của ổng còn dịu kha hơn bà vợ nữa mấy má,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
tr ơi bà Quỳnh_xinh đỉnh luôn á 🤭 ❤ ️,"[0,0,0,0,0,0,0,0,0,0,0]"
Tr oi cứu t về 🥲,"[0,0,0,0,0,0,0,0]"
tr đất à,"[0,0,0,0,0]"
Tr cho sống để trả nghiệp rồi chết trong sự đau_đớn từ từ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tr Chí_Cường cảm_ơn em đã về 😥,"[0,0,0,0,0,0,0]"
tq nó cười thì lại nhảy_dựng lên 😂,"[0,0,0,0,0,0,0,0,0,0]"
Tq nó chửi bảo khỉ k sai,"[0,0,0,0,0,0,0,0,0,0]"
TQ nó chê cũng chả oan miếng nào 🤣,"[0,0,0,0,0,0,0,0,0,0,0]"
TQ họ đánh_giá k sai nha mấy thứ nứng lồng mong_manh kia,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
TQ cười chết mấy bà ơi .,"[0,0,0,0,0,0,0,0,0]"
Tphcm trong tương_lai sẽ là thủ_đô thì phải . Vì người ngu sẽ bỏ hết thủ_đô hn quá,"[1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0]"
Tphcm hong ngủ 😴 😴,"[0,0,0,0,0,0,0,0,0]"
TPHCM đêm nay k ngủ,"[0,0,0,0,0,0,0]"
TP. HCM đêm nay không ngủ rồi 😆,"[0,0,0,0,0,0,0,0,0,0]"
Tởn tới già 🤣 🤣,"[1,1,1,1,1,0,0,0]"
"Tởm , quá tởm 😡","[1,1,1,0,1,1,1,0,0]"
Tởm tới già . Phải_chăng bề_trên không cho chết để chịu tội ? ! ?,"[1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0]"
Tởm như này mà cũng suy_nghĩ được,"[1,1,1,1,1,1,1,1,0]"
Tởm hết_mức,"[1,1,1,0]"
Tới_vậy luôn đó hả bà . Làm nhiều cái bị thái_quá rồi đó,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tới thời_kỳ động d thôi,"[1,1,1,1,1,0]"
Tới thấp nén nhang thì có sao đâu để đạn găm vô não mới bằng_lòng đúng là đối_tượng này thích thử giữa kẹo đồng và đầu valabo của mình ai cứng hơn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Tới t còn bt xoá dấu thăng , dấu - với cách dòng khi đạo văn trên chatgpt : ) ) ) này chả thèm check văn sao lun cơ . hảo hảo xin_lỗi 🗿","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
tới t còn bt xoá dấu thăng dấu với cách dòng khi đạo văn trên chatgptnày chả thèm check văn sao lun cơhảo hảo xin_lỗi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tới số các con rồi .,"[0,0,0,0,0,0,0,0]"
Tới rồi . Nốn … .,"[0,0,0,0,0,0,0,0,0]"
"Tới nước rồi , ý_thức ở đâu ko biết","[0,0,0,0,0,0,0,0,0,0]"
"TỚi nước dữ lắm luôn rồi , ? ?","[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tới nó tĩnh lại . Nó nói không nhớ gì . Vụ án kết_thúc .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tới nhà của nó sử nó đừng để cho nó chết Lấy hai cánh_tay là đủ rồi,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Tới náy rồi nè,"[0,0,0,0,0,0]"
Tới nái thiệt .,"[0,0,0,0,0,0]"
Tới nái hay sao á,"[0,0,0,0,0,0,0]"
Tới nái hả chị . Làm như ngứa lắm rồi ý,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
tới mức này là quá_trớn rồi nha,"[0,0,0,0,0,0,0,0]"
Tới mùa sinh_sản hay gì vậy mấy bà nội ^ ^,"[0,0,0,0,0,0,0,0,0,0,0,0]"
tới mùa rồi nứng l ... ... . ồ ... ... ... . . n quá đi kiếp đực để giao_phối,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tới mùa nl của mấy con lỗ tai cây,"[1,1,1,1,1,1,1,1,1,1,1,0]"
Tới mùa động_dục hả mấy con não_tàn,"[0,0,0,0,0,0,0]"
Tới mùa động_dục hả đĩnh âm bi 😀,"[0,0,0,0,0,0,0,0,0,0]"
Tới mùa động_dục cx tụi nó rồi ms làm z,"[1,1,1,1,1,1,1,1,1,1,1,0]"
tới mùa động_dục của mấy má nên mấy má làm liều hay gì á : ) ) gặp trai là tươm tướp kh cần biết ngta có bồ hay vợ_con gì kh . Nuwng tới mức đó luôn ha gì á trời,"[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0]"
Tới mùa chem chép khóc r,"[1,1,1,1,1,1,1,0]"
Tới mua bỏ nọc r,"[0,0,0,0,0,0,0]"
Tới luôn,"[0,0,0,0]"
Tới khúc này người_ta chửi là mấy con đổn lỳ dc rồi dc đó wings hay gì . Kể_cả nó đéo có người_yêu chắc tới lượt 3 đời nhà m . Dẩm loz nó vừa,"[0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
tới khúc có người giả bác_sĩ vô rút ống thở chưa . xem phim thấy 2 khúc đầu giống giống rồi đó . mấy thèng ác sống dai kinh,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Tới gáo đừng để duy rượu_đế thấy clip này 😂 😂 😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tới công_chuyện,"[0,0,0]"
Tới bây_giờ tôi mới biết con ông cháu cha như thế_nào rồi,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"tớ ngửi thấy mùi mồ_hôi online , ôi hỡi_ơi ...","[0,0,0,0,0,0,0,0,0,0]"
Tớ mà gặp mom này thì nát avata,"[0,0,0,0,0,0,0,0,0,0,0]"
Tốt . Sống đi mà nhận sự trừng_phạt của pháp_luật chứ chết thì dễ quá,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tốt wa cho nó bớt xàm lại,"[0,0,0,0,1,1,1,1,1,0]"
"tốt qua khỏi để pl xử_lý , trả_giá vi gây nên chứ ngỏm luôn thì dễ quá . . công_bằng cần dc trả lại cho 2 bố con","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tốt nhứt dung tra thu . con no mình cho nó chết đi sau nay no suy nghỉ .,"[1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0]"
Tốt nhất là phải di_chứng nếu ko thì đúng trouwf ko có mắt,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Tốt nhất là cút,"[1,1,1,1,1,0]"
tốt nhất là cút,"[1,1,1,1,1,0]"
Tốt nhất là chết luôn cũng dc,"[0,0,0,0,0,0,0,0,0,0]"
Tông xe chết người rồi lại vô_tội đúng là chỉ có ở vn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tổng_tài thất sủng rồiii 🥰,"[0,0,0,0,0,0,0,0]"
"Tông người_ta chất rồi , mà không no , ma_chay cho bé , cậy có tiền , có thế , dồn người nghèo , vào chân tường , lên người cha đó , căn thù mà làm vậy , chắc ngàn người cha nghèo , cũng sử như vậy thôi , bây_giờ , chỉ có trung_ương , mấy sử được bọn quan dan này","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tổng_kết 1 câu thôi Tích tiểu thành đại,"[0,0,0,0,0,0,0,0,0]"
"Tông con người_ta chết k có một lời xin_lỗi , một nén nhang thắp . . loại súc_vật k chết luôn đi","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0]"
tông con người_ta chết k có một lời xin_lỗi một nén nhang thắploại súc_vật k chết luôn đi,"[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0]"
"Tông con ngta chết , mà một tiếng xin_lỗi cũng ko có , một ném nhang cũng ko đốt , còn mua_chuộc cơ_quan vì quen_biết để qua_mặt ko khởi_tố vụ án ... làm giả hiện_trường tai_nạn , đổ lỗi là do con bé sai 🥲 gặp ai làm cha làm mẹ sao tha_thứ được cho cái loại này ... ỷ mình con ông cháu cha đàng áp ng vô_tội ... ko xem ngta ra_gì ... phát súng đó ko chết nhưng ai cũng hi_vọng nó sẽ sống sẽ trả cái nghiệp sau_này , đời con_cháu nó còn dài lắm .","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Tông chết con_gái ngta còn k đến tháp 1 nén nhang , hay chia buồn vs gd , đúng là 1 ác quỷ , ăn đạn là đúng r , chỉ buồn cho gd cô bé và ng cha vĩ_đại thôi 🙏","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tông c . h . ết ng rồi cái trở_thành nạn_nhân 🤣 🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tồn tới não dzồiiii,"[0,0,0,0,0,0,0,0,0]"
"Tốn tiền chuyển trắng ra đen , giờ Tốn tiền chạy thuốc , luật nhân quá , cho Nó sống thêm để trả nợ . ! ! !","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tồn_lài,"[0,0]"
Tôm 2 chân là có thật các bạn ạ,"[0,0,0,0,0,0,0,0,0,0,0]"
Tôi yêu Việt_Nam 🇻 🇳 của tôi ❤ ️,"[0,0,0,0,0,0,0,0,0,0]"
Tôi yêu Tổ_Quốc Việt_Nam !,"[0,0,0,0,0]"
"Tôi yêu nước , nhưng tôi ngộp thở . Hôm 27 chỉ đứng quay tư_liệu mà suýt ngất , đông người ít oxy nhiều CO2 quá ...","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi yêu Đất_nước này quá đi trời ơiii 🇻 🇳 🇻 🇳 ❤ ️ 🇻 🇳 🇻 🇳,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi yêu cái không_khí này ❤ ️ 🇻 🇳,"[0,0,0,0,0,0,0,0,0,0]"
Tôi xung_phong chắc cũng muộn rồi ! Không còn ghế !,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Tối_xui bị đau bụng , trúng_thực . . rồi chạy đâu ha 😃","[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Tôi xin_lỗi , không biết ai là nạn_nhân của ai mà hôm_nay xảy ra bi_kịch này .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Tôi xin hỏi . Môi_trường giáo_dục nào , cha_mẹ nào đã nuôi dạy ra con_người vô_ơn , vô văn_hóa , mất lịch_sự như_vậy ,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi xin hỏi HOÀN_TOÀN NGHIÊM_TÚC nhé : nếu thật_sự muốn can_ngăn để 2 người ... nhả nhau ra thì ... . 2 ông mỗi ông ... . . BÓP 1 bà thì ko biết có buông nhau ra ko nhỉ ? Chỉ sợ người_nhà ko hiểu lại tưởng ... . . lợi_dụng thời_cơ . Lòng tốt muốn giúp mà kết_cục ... . miệng đầy máu nên thôi vậy ! Chứ kéo kéo_ngăn ngăn_vậy có tác_dụng gì đâu ?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi xem va bức_xúc mong Trung_ương vào_cuộc,"[0,0,0,0,0,0]"
Tôi vote hốt chị áo đỏ về phường được không,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Tôi và gần 800 bị hại cũng đi tìm công_lý từ Trung_ương đến cấp tỉnh nhưng 6 năm không biết_bao_nhiêu đơn , cả trực_tiếp ra Hà_Nội đều chẳng có kết_quả gì cho tới hôm_nay . Công_Lý ở đâu Pháp_luật bảo_vệ người dân ở đâu . Vụ án này là điển_hình bọn nắm cán PL ăn_chặn mới gây ra cái chết của người cha vĩ_đại này .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]"
"Tôi ủng_hộ việc lm của a Phúc , Pháo luật ko nghiêm thì ta cần phải hành dộng để đòi lại công_bằng cho con của mình .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi trong đó và đã bỏ cuộc_chơi 😆,"[0,0,0,0,0,0,0,0,0]"
Tôi tội_nghiệp cho hai cha con đều chết thương thay cho gia_đình mất một lần hai mạng người,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi tin vào những người đứng đầu đất_nước việt nam mình sẽ làm sáng toả trả lại niềm tin cho nhân_dân,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi tin sẽ có luật nhân_quả,"[0,0,0,0,0,0,0]"
Tôi tin rằng pháp_luật sẽ có những người Công_Bằng để lấy lại công_bằng cho bé,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Tôi tin Luật nhân_quả , chỉ là sớm hay muộn thôi 😰","[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi tin bộ_đội bảo_vệ nước . Chứ ko tin công_an bảo_vệ dân . Đây là niềm tin tuyệt_đối . Mấy năm nay xem toàn drama của mấy a công_an . Mất niềm tin thật_sự,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Tôi tiếc cái viên thứ 2 nó kẹt đạn .,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Tối_thức chơi đá hay ji sáng còn ngáo_vậy,"[0,0,0,0,0,0,0,0]"
Tôi thích còn hai viên nữa để_dành cho bọn hưởng lương của người dân,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]"
Tôi thì thích nó sống dặt_dẹo hơn 😶,"[1,1,1,1,1,1,1,0,0]"
tôi thì thích nó sống dặt_dẹo hơn,"[0,0,0,0,1,1,1,0]"
Tôi thì sợ không chen đi vệ_sinh được,"[0,0,0,0,0,0,0,0,0]"
"Tôi thì mong thằng tài_xế sống , rất mong !","[0,0,0,0,1,0,0,0,0,0,0]"
Tôi thấy ông này cũng bình_thường mà . Mn cứ làm quá lên . Chẳng_qua cái ảnh kia viral là do góc chụp thôi .,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
